Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb
9.80 liters per 100 km,7.10 liters per 100 km,11.65 km/L
11.10 L/100km,36.22 mpg Imp.,10.40 km per L
18.80 L/100 km,10.42 km per L,zero
11.20 L/100km,9.30 liters per 100 km,9.67 km per L
5.32 km per L,9.60 L/100km,6.82 km per L
1.44 L/10km,8.55 km/L,7.58 km/L
14.10 L/100km,10.00 L/100 km,23.05 mpg Imp.
22.62 MPG (AS),8.40 L/100km,0.95 L/10km
13.30 liters per 100 km,,10.91 liters per 100 km
10.50 liters per 100 km,9.00 L/100km,28.75 mpg Imp.
14.80 L/100 km,1.07 L/10km,18.16 MPG (AS)
8.62 km/L,12.35 km per L,1.00 L/10km
16.80 L/100 km,,1.54 L/10km
10.64 km per L,8.60 liters per 100 km,11.06 km per L
10.70 L/100km,7.40 L/100 km,30.65 mpg Imp.
9.01 km per L,35.76 mpg Imp.,9.66 liters per 100 km
9.01 km/L,26.14 MPG (AS),9.85 km per L
11.80 liters per 100 km,,10.22 liters per 100 km
11.60 L/100 km,9.43 km/L,11.15 L/100km
8.20 km/L,10.20 L/100km,
8.60 L/100 km,12.50 km/L,8.33 L/100 km
21.58 MPG (AS),8.40 liters per 100 km,0.98 L/10km
8.20 km per L,25.85 MPG (AS),26.14 mpg Imp.
19.77 MPG (AS),11.63 km per L,10.41 L/100km
12.70 liters per 100 km,36.69 mpg Imp.,27.03 mpg Imp.
22.42 mpg Imp.,7.70 liters per 100 km,9.62 km per L
1.68 L/10km,not-available,7.05 km per L
7.04 km per L,20.10 MPG (AS),13.07 L/100 km
17.00 liters per 100 km,7.46 km/L,15.38 liters per 100 km
16.80 MPG (AS),23.06 MPG (AS),12.29 L/100km
1.20 L/10km,,1.04 L/10km
6.41 km/L,11.00 L/100 km,20.88 mpg Imp.
16.80 liters per 100 km,10.60 L/100 km,14.01 L/100km
30.37 mpg Imp.,,9.16 L/100km
22.40 MPG (AS),11.36 km/L,10.27 km per L
9.35 km/L,27.04 MPG (AS),9.80 L/100 km
1.47 L/10km,27.97 mpg Imp.,7.92 km per L
10.64 km per L,28.68 MPG (AS),11.29 km per L
15.00 liters per 100 km,10.87 km per L,8.07 km per L
1.08 L/10km,30.55 MPG (AS),30.04 mpg Imp.
12.10 liters per 100 km,9.30 L/100 km,1.08 L/10km
37.17 mpg Imp.,7.30 liters per 100 km,13.40 km/L
11.60 liters per 100 km,8.00 L/100km,28.30 mpg Imp.
10.10 L/100 km,7.60 liters per 100 km,
23.94 mpg Imp.,10.20 km per L,25.92 mpg Imp.
22.07 mpg Imp.,12.05 km/L,1.08 L/10km
34.87 mpg Imp.,7.10 L/100km,7.65 liters per 100 km
32.10 mpg Imp.,0.72 L/10km,34.96 mpg Imp.
11.24 km per L,7.80 liters per 100 km,33.61 mpg Imp.
17.99 mpg Imp.,7.75 km per L,1.44 L/10km
9.40 L/100km,14.29 km per L,8.32 liters per 100 km
8.20 km/L,30.05 mpg Imp.,25.82 mpg Imp.
10.40 L/100 km,14.93 km per L,11.45 km per L
19.09 mpg Imp.,0.99 L/10km,12.60 L/100 km
17.22 mpg Imp.,9.26 km per L,7.20 km per L
22.84 MPG (AS),12.50 km/L,9.27 L/100km
1.73 L/10km,33.23 mpg Imp.,13.34 L/100km
10.20 km per L,9.30 L/100km,9.57 liters per 100 km
8.47 km/L,9.09 km/L,
17.44 mpg Imp.,21.19 MPG (AS),13.90 L/100km
7.75 km/L,28.68 MPG (AS),10.79 liters per 100 km
9.50 liters per 100 km,37.66 mpg Imp.,8.60 L/100km
15.50 liters per 100 km,28.53 mpg Imp.,18.12 MPG (AS)
11.20 L/100 km,11.63 km per L,9.97 km/L
24.78 mpg Imp.,37.17 mpg Imp.,24.27 MPG (AS)
19.80 liters per 100 km,15.70 L/100km,17.95 L/100km
14.40 L/100km,11.11 km per L,
13.70 L/100 km,0.86 L/10km,24.77 mpg Imp.
8.70 km/L,30.16 MPG (AS),23.92 MPG (AS)
9.20 L/100km,37.94 MPG (AS),12.74 km/L
18.80 liters per 100 km,18.52 MPG (AS),16.05 L/100km
12.50 km per L,7.40 L/100 km,7.73 L/100 km
10.87 km per L,39.79 mpg Imp.,0.83 L/10km
1.35 L/10km,not-available,9.34 km per L
22.19 MPG (AS),8.20 liters per 100 km,29.67 mpg Imp.
4.70 L/100 km,0.64 L/10km,43.04 MPG (AS)
8.60 L/100km,16.67 km per L,7.43 L/100km
10.80 liters per 100 km,0.92 L/10km,10.08 L/100 km
23.06 MPG (AS),27.35 MPG (AS),24.81 MPG (AS)
9.71 km per L,,32.38 mpg Imp.
5.26 km per L,10.60 L/100km,
1.00 L/10km,41.54 mpg Imp.,27.48 MPG (AS)
27.43 mpg Imp.,6.60 L/100km,11.58 km/L
6.50 liters per 100 km,40.35 mpg Imp.,0.67 L/10km
zero,11.80 L/100km,7.62 km/L
10.10 km/L,0.74 L/10km,8.78 L/100 km
12.10 liters per 100 km,20.82 MPG (AS),8.52 km per L
14.12 mpg Imp.,14.60 liters per 100 km,13.39 MPG (AS)
14.70 L/100 km,10.99 km per L,12.18 liters per 100 km
16.10 L/100 km,34.45 mpg Imp.,7.97 km per L
26.16 mpg Imp.,30.70 mpg Imp.,9.92 km per L
,6.45 km/L,5.24 km/L
5.49 km/L,5.03 km per L,5.27 km per L
9.60 L/100km,0.74 L/10km,8.61 liters per 100 km
16.56 MPG (AS),10.53 km/L,8.27 km/L
23.81 km/L,7.60 L/100 km,17.45 km per L
29.12 mpg Imp.,40.94 mpg Imp.,8.44 L/100 km
10.75 km per L,7.20 L/100 km,28.15 MPG (AS)
16.80 MPG (AS),6.80 liters per 100 km,1.08 L/10km
8.30 L/100km,46.31 mpg Imp.,38.64 mpg Imp.
11.10 L/100km,8.00 L/100 km,29.11 mpg Imp.
10.53 km/L,0.67 L/10km,not-available
9.70 liters per 100 km,11.24 km per L,0.93 L/10km
10.64 km per L,7.50 liters per 100 km,11.70 km per L
11.31 MPG (AS),5.56 km/L,14.46 mpg Imp.
1.32 L/10km,10.00 km per L,1.18 L/10km
22.19 MPG (AS),0.92 L/10km,10.03 km per L
1.55 L/10km,8.20 km/L,14.02 L/100 km
20.20 L/100 km,17.60 L/100km,12.36 MPG (AS)
6.21 km/L,10.60 L/100km,1.36 L/10km
6.85 km/L,23.06 MPG (AS),12.62 L/100km
23.74 mpg Imp.,28.00 MPG (AS),10.32 liters per 100 km
0.97 L/10km,35.76 mpg Imp.,8.89 liters per 100 km
37.66 mpg Imp.,12.66 km/L,0.77 L/10km
9.90 L/100km,0.68 L/10km,33.21 mpg Imp.
14.90 L/100 km,11.80 L/100 km,7.40 km per L
16.80 L/100km,21.58 MPG (AS),7.07 km per L
19.77 MPG (AS),0.98 L/10km,
24.00 MPG (AS),0.79 L/10km,26.30 MPG (AS)
0.42 L/10km,7.10 liters per 100 km,0.55 L/10km
26.43 MPG (AS),7.50 L/100km,12.09 km per L
28.82 mpg Imp.,,8.72 L/100 km
9.10 liters per 100 km,12.82 km/L,8.52 L/100km
14.70 L/100 km,10.90 liters per 100 km,12.99 L/100 km
14.30 L/100 km,25.85 MPG (AS),23.62 mpg Imp.
8.70 L/100km,30.55 MPG (AS),8.25 liters per 100 km
8.50 liters per 100 km,0.73 L/10km,7.96 liters per 100 km
11.60 L/100 km,10.20 km per L,9.27 km per L
26.43 MPG (AS),32.22 MPG (AS),28.75 MPG (AS)
4.20 L/100km,0.59 L/10km,4.96 liters per 100 km
9.50 liters per 100 km,7.00 L/100 km,11.94 km per L
10.60 L/100 km,35.31 mpg Imp.,0.94 L/10km
18.00 L/100km,10.90 L/100km,19.08 mpg Imp.
1.08 L/10km,10.70 liters per 100 km,10.76 L/100km
11.49 km/L,7.50 L/100km,34.62 mpg Imp.
10.20 km/L,12.35 km per L,0.90 L/10km
8.93 km per L,7.60 L/100 km,10.44 km/L
11.24 km per L,7.00 L/100 km,8.04 L/100 km
14.52 MPG (AS),1.03 L/10km,17.37 MPG (AS)
9.20 L/100 km,6.30 liters per 100 km,35.78 mpg Imp.
11.49 km per L,9.30 liters per 100 km,11.15 km per L
9.71 km/L,7.40 liters per 100 km,11.12 km/L
13.14 MPG (AS),not-available,18.58 mpg Imp.
27.35 MPG (AS),8.40 L/100km,8.51 liters per 100 km
24.56 mpg Imp.,28.34 MPG (AS),10.06 L/100km
13.90 L/100 km,9.40 L/100km,11.88 liters per 100 km
8.00 km/L,31.79 MPG (AS),10.21 liters per 100 km
14.80 liters per 100 km,9.90 km/L,1.27 L/10km
11.40 liters per 100 km,8.80 liters per 100 km,9.78 km/L
,12.35 km per L,8.38 L/100km
6.29 km per L,9.30 liters per 100 km,1.29 L/10km
9.01 km/L,0.80 L/10km,9.71 liters per 100 km
15.47 MPG (AS),37.94 MPG (AS),11.15 L/100km
11.20 L/100 km,14.49 km per L,9.27 L/100km
20.28 MPG (AS),0.88 L/10km,10.34 L/100km
1.03 L/10km,23.52 MPG (AS),27.79 mpg Imp.
12.90 L/100 km,,1.19 L/10km
6.41 km per L,9.17 km per L,20.95 mpg Imp.
12.80 L/100km,11.90 km per L,9.24 km/L
7.50 liters per 100 km,40.35 mpg Imp.,13.75 km/L
not-available,8.20 L/100 km,25.04 mpg Imp.
24.56 mpg Imp.,,24.03 MPG (AS)
13.30 L/100km,11.63 km per L,8.94 km per L
32.10 mpg Imp.,7.80 L/100 km,0.83 L/10km
7.04 km/L,33.23 mpg Imp.,11.63 L/100 km
6.21 km/L,11.30 liters per 100 km,7.17 km per L
6.10 km per L,27.43 mpg Imp.,7.32 km/L
13.20 L/100km,8.30 L/100km,1.10 L/10km
0.86 L/10km,44.14 mpg Imp.,37.12 mpg Imp.
27.97 mpg Imp.,8.00 L/100km,9.15 L/100km
13.40 liters per 100 km,9.40 liters per 100 km,11.60 L/100km
9.90 km/L,28.68 MPG (AS),9.24 L/100km
10.53 km/L,0.74 L/10km,0.86 L/10km
5.81 km per L,1.09 L/10km,14.37 liters per 100 km
1.15 L/10km,7.70 L/100 km,9.79 liters per 100 km
9.09 km/L,12.82 km per L,24.60 MPG (AS)
7.25 km per L,8.00 L/100 km,11.19 L/100km
8.77 km/L,35.76 mpg Imp.,9.82 liters per 100 km
24.76 MPG (AS),8.30 L/100km,8.96 liters per 100 km
4.44 km/L,6.99 km/L,1.88 L/10km
10.80 L/100km,14.93 km/L,8.96 L/100 km
9.43 km per L,24.00 MPG (AS),not-available
8.40 km/L,9.70 L/100km,10.91 L/100 km
9.50 liters per 100 km,12.50 km/L,8.82 L/100 km
25.02 MPG (AS),15.87 km/L,12.49 km/L
14.70 MPG (AS),10.99 km per L,12.89 L/100km
22.60 liters per 100 km,8.70 km per L,16.05 mpg Imp.
25.22 mpg Imp.,0.74 L/10km,29.77 mpg Imp.
6.06 km per L,,14.12 L/100 km
11.10 L/100 km,13.00 L/100km,11.96 L/100km
20.32 mpg Imp.,11.36 km per L,8.62 km per L
1.54 L/10km,20.63 MPG (AS),17.30 MPG (AS)
5.92 km/L,7.81 km/L,15.05 L/100km
25.45 mpg Imp.,11.24 km per L,1.01 L/10km
21.58 MPG (AS),11.76 km/L,0.98 L/10km
7.41 km per L,10.00 km/L,23.69 mpg Imp.
13.36 MPG (AS),12.20 L/100km,6.59 km/L
,1.24 L/10km,15.97 L/100 km
14.40 L/100 km,34.03 mpg Imp.,8.58 km per L
1.62 L/10km,13.89 km/L,8.23 km per L
6.06 km per L,9.30 L/100 km,13.26 L/100 km
33.63 mpg Imp.,7.60 L/100 km,35.13 mpg Imp.
22.97 mpg Imp.,12.50 km per L,1.04 L/10km
27.43 mpg Imp.,24.35 mpg Imp.,1.09 L/10km
9.20 L/100km,37.66 mpg Imp.,8.44 L/100km
1.59 L/10km,8.26 km/L,7.05 km/L
1.54 L/10km,1.04 L/10km,17.89 MPG (AS)
9.90 km per L,11.49 km per L,24.84 MPG (AS)
1.61 L/10km,12.40 L/100 km,6.93 km per L
1.50 L/10km,10.00 liters per 100 km,7.84 km per L
9.71 km per L,0.69 L/10km,32.21 mpg Imp.
12.00 L/100km,8.00 liters per 100 km,10.20 L/100km
29.12 mpg Imp.,7.60 L/100km,8.76 L/100 km
13.60 L/100km,13.33 km per L,10.86 liters per 100 km
30.05 mpg Imp.,8.00 L/100km,26.82 MPG (AS)
14.12 mpg Imp.,,1.55 L/10km
27.69 mpg Imp.,11.63 km per L,10.55 km/L
17.60 liters per 100 km,32.10 mpg Imp.,20.71 mpg Imp.
9.50 L/100km,7.10 L/100 km,27.94 MPG (AS)
22.78 mpg Imp.,9.00 liters per 100 km,9.20 km per L
19.23 km per L,0.75 L/10km,16.04 km/L
26.65 mpg Imp.,32.47 mpg Imp.,10.26 km per L
10.70 L/100km,40.35 mpg Imp.,11.07 km/L
9.40 liters per 100 km,7.70 L/100 km,8.63 L/100km
19.35 mpg Imp.,36.22 mpg Imp.,8.67 km per L
6.94 km/L,13.00 L/100km,7.26 km/L
8.40 km per L,22.19 MPG (AS),8.84 km per L
13.30 L/100km,32.10 mpg Imp.,11.28 liters per 100 km
22.40 MPG (AS),29.04 MPG (AS),10.62 km/L
22.30 L/100 km,1.30 L/10km,18.11 liters per 100 km
10.40 liters per 100 km,8.50 L/100 km,9.54 liters per 100 km
10.87 km per L,5.90 L/100km,30.49 MPG (AS)
11.80 L/100 km,10.10 km/L,21.49 MPG (AS)
12.92 MPG (AS),24.14 mpg Imp.,1.53 L/10km
1.56 L/10km,10.31 km per L,7.72 km/L
23.74 mpg Imp.,8.20 L/100km,1.02 L/10km
15.60 L/100 km,9.80 km/L,13.17 liters per 100 km
16.95 km per L,45.56 mpg Imp.,38.98 MPG (AS)
10.60 liters per 100 km,33.13 MPG (AS),0.90 L/10km
1.75 L/10km,11.40 L/100km,1.48 L/10km
12.80 L/100 km,9.30 liters per 100 km,8.91 km/L
0.96 L/10km,8.20 L/100km,8.97 liters per 100 km
0.89 L/10km,5.60 liters per 100 km,38.10 mpg Imp.
12.60 liters per 100 km,29.40 MPG (AS),
23.90 liters per 100 km,9.71 km/L,15.89 mpg Imp.
19.28 MPG (AS),,9.57 km/L
8.33 km/L,34.87 mpg Imp.,10.24 L/100 km
zero,36.22 mpg Imp.,8.62 L/100 km
19.28 MPG (AS),9.10 L/100km,1.08 L/10km
22.62 MPG (AS),36.22 mpg Imp.,10.83 km per L
15.50 L/100km,12.50 km/L,8.25 km per L
25.45 mpg Imp.,6.70 liters per 100 km,25.79 MPG (AS)
0.95 L/10km,6.40 L/100 km,12.34 km per L
6.54 km per L,10.10 liters per 100 km,12.96 liters per 100 km
11.30 liters per 100 km,8.40 km/L,11.57 liters per 100 km
6.33 km per L,10.31 km/L,13.05 liters per 100 km
9.52 km per L,6.30 L/100km,32.81 mpg Imp.
7.75 km per L,7.80 liters per 100 km,9.43 km per L
8.26 km/L,14.08 km/L,9.85 L/100km
21.10 liters per 100 km,13.90 L/100 km,5.60 km per L
8.00 km per L,9.80 L/100km,1.13 L/10km
8.77 km per L,31.79 MPG (AS),10.42 km/L
7.58 km per L,17.30 MPG (AS),zero
15.20 liters per 100 km,23.35 mpg Imp.,13.80 liters per 100 km
12.20 km per L,8.40 liters per 100 km,12.06 km/L
11.90 L/100 km,22.40 MPG (AS),11.27 L/100km
1.48 L/10km,6.21 km/L,6.50 km per L
9.71 km per L,8.00 L/100km,9.27 L/100km
6.21 km/L,6.85 km per L,6.48 km/L
9.52 km per L,zero,25.71 MPG (AS)
1.48 L/10km,8.30 liters per 100 km,8.42 km/L
11.11 km/L,7.90 liters per 100 km,0.85 L/10km
1.35 L/10km,28.00 MPG (AS),25.21 mpg Imp.
8.26 km/L,12.99 km per L,10.12 L/100 km
21.00 MPG (AS),8.30 L/100 km,
1.18 L/10km,9.00 liters per 100 km,10.54 L/100km
18.90 L/100 km,10.60 liters per 100 km,15.51 MPG (AS)
15.00 L/100km,,1.37 L/10km
10.64 km per L,35.76 mpg Imp.,11.46 km/L
7.46 km per L,8.80 L/100 km,8.83 km/L
15.30 L/100 km,10.42 km per L,18.47 MPG (AS)
24.14 mpg Imp.,20.00 km per L,8.69 L/100 km
15.40 L/100km,8.70 km per L,13.64 liters per 100 km
20.00 km per L,9.52 km per L,7.47 L/100 km
11.40 L/100 km,12.66 km/L,9.82 L/100 km
9.20 L/100 km,0.75 L/10km,11.86 km/L
17.10 L/100 km,0.95 L/10km,13.68 L/100km
9.35 km per L,8.93 km per L,10.93 L/100 km
zero,42.80 mpg Imp.,8.47 L/100km
14.30 L/100 km,0.86 L/10km,11.73 liters per 100 km
11.00 liters per 100 km,9.20 L/100 km,9.81 km/L
10.10 L/100 km,8.70 L/100km,0.95 L/10km
26.40 mpg Imp.,,9.35 L/100km
19.60 liters per 100 km,14.61 MPG (AS),18.02 liters per 100 km
1.38 L/10km,11.30 L/100 km,7.89 km per L
11.10 L/100km,10.10 liters per 100 km,1.07 L/10km
17.60 L/100km,11.70 L/100km,15.74 MPG (AS)
7.80 L/100 km,15.87 km/L,14.04 km/L
25.00 mpg Imp.,10.40 L/100 km,9.18 km per L
20.90 L/100 km,15.47 MPG (AS),15.41 mpg Imp.
12.80 L/100km,9.50 liters per 100 km,1.13 L/10km
,43.46 mpg Imp.,53.40 mpg Imp.
5.99 km/L,20.18 mpg Imp.,6.46 km per L
not-available,25.02 MPG (AS),24.35 mpg Imp.
15.30 liters per 100 km,14.29 km per L,11.56 L/100 km
0.69 L/10km,6.80 km/L,10.41 liters per 100 km
12.45 MPG (AS),11.20 liters per 100 km,15.24 MPG (AS)
21.00 MPG (AS),8.10 L/100km,
12.00 L/100km,25.85 MPG (AS),10.70 L/100km
15.79 MPG (AS),30.70 mpg Imp.,12.34 L/100 km
33.63 mpg Imp.,8.00 L/100km,8.22 L/100km
14.90 L/100km,13.40 L/100 km,7.03 km/L
11.70 L/100 km,26.43 MPG (AS),22.53 MPG (AS)
14.79 mpg Imp.,7.87 km/L,6.17 km per L
7.94 km per L,26.43 MPG (AS),9.14 km/L
25.68 mpg Imp.,0.82 L/10km,9.74 liters per 100 km
29.77 MPG (AS),38.17 mpg Imp.,0.77 L/10km
1.02 L/10km,8.40 L/100 km,9.39 L/100km
11.49 km/L,13.16 km per L,0.82 L/10km
8.40 km/L,10.64 km per L,9.28 km per L
8.90 L/100 km,35.64 MPG (AS),
11.10 L/100km,6.80 L/100 km,9.16 L/100 km
10.60 liters per 100 km,8.30 L/100km,9.56 L/100 km
22.60 mpg Imp.,10.31 km/L,20.93 MPG (AS)
5.29 km per L,8.13 km per L,1.59 L/10km
17.50 L/100 km,not-available,14.21 MPG (AS)
6.94 km/L,8.00 L/100km,8.68 km per L
11.00 liters per 100 km,10.00 km per L,10.55 L/100km
17.99 mpg Imp.,10.70 liters per 100 km,17.49 MPG (AS)
8.40 L/100 km,6.10 liters per 100 km,7.37 L/100 km
9.90 km/L,13.70 km per L,11.31 km per L
5.92 km per L,10.40 L/100km,13.97 L/100 km
1.30 L/10km,7.90 L/100km,10.71 L/100km
0.76 L/10km,7.50 liters per 100 km,7.55 L/100 km
9.43 km/L,8.40 L/100km,9.61 L/100km
12.99 km/L,15.87 km/L,39.95 mpg Imp.
12.10 liters per 100 km,37.17 mpg Imp.,10.07 L/100km
1.02 L/10km,7.00 liters per 100 km,11.42 km per L
1.03 L/10km,28.25 mpg Imp.,1.02 L/10km
27.35 MPG (AS),7.00 L/100 km,12.69 km per L
16.60 L/100 km,0.89 L/10km,21.51 mpg Imp.
16.70 L/100 km,14.00 liters per 100 km,15.19 MPG (AS)
11.11 km/L,14.08 km/L,8.14 liters per 100 km
5.88 km per L,7.58 km per L,6.54 km/L
0.84 L/10km,8.40 L/100km,28.00 MPG (AS)
4.05 km per L,9.71 km per L,12.91 MPG (AS)
10.30 L/100 km,16.39 km per L,33.59 mpg Imp.
11.60 L/100 km,37.66 mpg Imp.,9.76 L/100 km
not-available,7.10 L/100 km,32.69 mpg Imp.
6.99 km/L,11.20 liters per 100 km,18.23 MPG (AS)
1.45 L/10km,9.40 L/100 km,12.21 liters per 100 km
8.55 km per L,13.51 km per L,10.24 km per L
10.40 L/100km,36.69 mpg Imp.,0.92 L/10km
56.00 MPG (AS),7.80 L/100km,0.58 L/10km
0.92 L/10km,32.10 mpg Imp.,11.09 km/L
7.60 L/100 km,zero,7.29 L/100 km
18.58 mpg Imp.,1.13 L/10km,17.49 MPG (AS)
13.36 MPG (AS),9.09 km per L,6.84 km per L
13.80 liters per 100 km,9.50 liters per 100 km,1.19 L/10km
1.10 L/10km,8.40 L/100km,10.17 km/L
25.68 mpg Imp.,8.00 L/100km,0.97 L/10km
10.53 km/L,32.47 mpg Imp.,10.94 km per L
7.30 km per L,8.90 L/100km,20.38 MPG (AS)
9.90 L/100 km,,
12.35 km per L,12.99 km per L,35.67 mpg Imp.
21.90 mpg Imp.,8.06 km/L,12.68 L/100 km
,35.31 mpg Imp.,11.63 L/100km
24.14 mpg Imp.,38.17 mpg Imp.,9.77 liters per 100 km
not-available,37.34 MPG (AS),zero
11.90 L/100km,0.98 L/10km,10.96 liters per 100 km
1.92 L/10km,12.10 L/100 km,16.00 L/100 km
20.92 mpg Imp.,10.99 km per L,24.52 mpg Imp.
5.15 km per L,12.60 L/100 km,17.29 mpg Imp.
17.96 MPG (AS),12.20 km/L,9.18 km/L
15.70 L/100 km,14.50 L/100 km,15.16 L/100 km
16.52 mpg Imp.,23.06 MPG (AS),13.99 L/100km
18.71 mpg Imp.,13.33 km per L,8.56 km/L
12.60 L/100km,9.71 km/L,8.65 km/L
6.90 km/L,12.30 liters per 100 km,20.91 mpg Imp.
13.50 L/100 km,9.60 liters per 100 km,11.74 L/100km
zero,15.38 km/L,8.04 L/100 km
,17.54 km/L,34.31 MPG (AS)
not-available,,12.71 L/100 km
2.12 L/10km,8.55 km per L,13.90 MPG (AS)
0.46 L/10km,8.00 L/100 km,6.13 liters per 100 km
19.09 mpg Imp.,0.82 L/10km,8.45 km per L
12.60 L/100 km,9.50 liters per 100 km,25.21 mpg Imp.
13.60 L/100 km,10.75 km/L,24.22 mpg Imp.
5.90 L/100 km,11.63 km/L,7.12 liters per 100 km
11.80 L/100 km,8.70 L/100km,1.04 L/10km
7.81 km per L,0.80 L/10km,9.40 km/L
1.45 L/10km,21.58 MPG (AS),7.76 km/L
10.20 km/L,7.20 L/100km,0.86 L/10km
11.10 L/100km,10.20 L/100km,10.70 liters per 100 km
9.62 km per L,12.82 km/L,10.83 km/L
7.35 km/L,21.56 mpg Imp.,7.48 km per L
12.50 liters per 100 km,8.55 km per L,12.14 L/100km
9.30 L/100km,37.66 mpg Imp.,33.27 mpg Imp.
10.94 MPG (AS),12.10 liters per 100 km,5.79 km/L
11.90 L/100km,35.31 mpg Imp.,10.14 L/100km
12.20 L/100 km,11.40 L/100 km,1.18 L/10km
8.62 km per L,7.60 L/100km,9.80 L/100km
5.85 km/L,7.80 L/100km,21.87 mpg Imp.
8.06 km/L,29.77 MPG (AS),1.04 L/10km
29.43 mpg Imp.,32.85 mpg Imp.,9.15 L/100 km
7.87 km/L,9.40 liters per 100 km,8.92 km/L
10.53 km per L,9.60 liters per 100 km,10.48 km/L
12.58 MPG (AS),9.90 liters per 100 km,14.74 liters per 100 km
1.10 L/10km,11.63 km/L,28.48 mpg Imp.
12.35 km per L,7.60 L/100km,0.79 L/10km
10.30 liters per 100 km,7.10 L/100km,8.86 L/100km
1.50 L/10km,0.94 L/10km,12.48 L/100 km
5.21 km/L,1.02 L/10km,15.53 MPG (AS)
8.55 km per L,10.75 km/L,22.15 MPG (AS)
5.00 L/100km,38.17 mpg Imp.,0.61 L/10km
9.71 km per L,7.80 L/100km,9.18 L/100km
15.47 MPG (AS),9.26 km/L,13.22 L/100km
13.00 L/100 km,11.40 L/100km,19.15 MPG (AS)
14.10 liters per 100 km,13.16 km per L,8.95 km per L
11.20 L/100km,7.70 L/100 km,10.39 km per L
17.55 mpg Imp.,7.94 km/L,14.53 L/100 km
8.47 km/L,0.92 L/10km,10.63 liters per 100 km
1.60 L/10km,14.60 L/100 km,1.54 L/10km
17.70 L/100km,8.06 km per L,15.31 L/100km
12.00 L/100km,7.80 liters per 100 km,10.11 L/100 km
8.30 L/100 km,39.23 mpg Imp.,36.19 mpg Imp.
9.70 liters per 100 km,6.70 L/100km,8.35 liters per 100 km
1.26 L/10km,0.73 L/10km,10.21 liters per 100 km
23.52 MPG (AS),zero,27.19 MPG (AS)
9.10 L/100 km,0.81 L/10km,0.87 L/10km
11.36 MPG (AS),20.10 MPG (AS),14.13 MPG (AS)
19.60 MPG (AS),12.20 km per L,10.29 L/100 km
12.35 km/L,12.99 km/L,35.67 mpg Imp.
26.65 mpg Imp.,0.79 L/10km,9.38 liters per 100 km
20.40 liters per 100 km,8.20 km/L,16.71 liters per 100 km
41.54 mpg Imp.,,39.45 mpg Imp.
10.00 L/100km,12.66 km per L,0.91 L/10km
13.50 liters per 100 km,10.31 km per L,1.18 L/10km
10.30 liters per 100 km,8.00 L/100km,9.27 L/100 km
6.10 liters per 100 km,7.10 L/100 km,35.91 MPG (AS)
4.93 km per L,12.20 liters per 100 km,6.00 km/L
4.60 liters per 100 km,35.64 MPG (AS),18.18 km/L
14.00 MPG (AS),,7.02 km per L
1.20 L/10km,7.20 L/100km,28.71 mpg Imp.
8.60 liters per 100 km,,34.10 mpg Imp.
29.12 mpg Imp.,12.20 km per L,26.06 MPG (AS)
15.60 L/100km,,23.45 mpg Imp.
9.71 km/L,8.40 liters per 100 km,10.59 km per L
25.22 mpg Imp.,29.73 mpg Imp.,22.54 MPG (AS)
13.70 km per L,14.71 km per L,7.08 liters per 100 km
0.74 L/10km,44.14 mpg Imp.,33.84 MPG (AS)
25.02 MPG (AS),7.40 liters per 100 km,0.85 L/10km
9.90 km per L,25.85 MPG (AS),
5.24 km per L,18.83 mpg Imp.,16.37 mpg Imp.
14.20 liters per 100 km,1.14 L/10km,12.94 L/100 km
6.54 km per L,11.70 liters per 100 km,13.68 L/100km
19.20 L/100 km,0.98 L/10km,14.97 L/100km
8.20 km/L,30.16 MPG (AS),9.78 km/L
9.17 km/L,12.99 km/L,9.46 L/100 km
0.42 L/10km,41.54 mpg Imp.,43.80 MPG (AS)
32.85 mpg Imp.,30.95 MPG (AS),
15.70 L/100 km,9.90 L/100 km,13.09 L/100 km
1.91 L/10km,26.90 mpg Imp.,
16.20 liters per 100 km,12.20 km per L,22.42 mpg Imp.
11.11 km/L,8.80 L/100 km,8.91 L/100km
19.93 MPG (AS),11.11 km per L,10.54 liters per 100 km
6.54 km/L,1.13 L/10km,20.92 mpg Imp.
8.06 km per L,0.78 L/10km,10.33 liters per 100 km
13.70 L/100km,12.05 km/L,25.06 mpg Imp.
22.40 MPG (AS),22.78 mpg Imp.,1.14 L/10km
8.77 km per L,7.50 L/100km,29.29 mpg Imp.
8.00 L/100 km,29.04 MPG (AS),8.04 L/100 km
10.70 L/100 km,6.60 L/100km,8.86 liters per 100 km
17.60 liters per 100 km,27.97 mpg Imp.,
26.73 MPG (AS),8.90 L/100km,11.31 km per L
0.82 L/10km,zero,0.83 L/10km
10.99 km/L,,7.97 L/100 km
18.20 L/100 km,13.00 L/100 km,6.31 km per L
10.10 L/100 km,12.20 km per L,9.24 L/100km
65.69 mpg Imp.,7.00 liters per 100 km,51.22 mpg Imp.
8.00 km per L,26.65 mpg Imp.,8.59 km/L
11.49 km per L,12.99 km per L,0.83 L/10km
18.10 L/100 km,5.75 km/L,17.79 liters per 100 km
31.79 MPG (AS),14.29 km/L,7.22 L/100km
10.60 liters per 100 km,30.95 MPG (AS),10.81 km/L
12.10 L/100km,12.05 km per L,22.64 MPG (AS)
11.60 liters per 100 km,11.63 km/L,9.76 km per L
